,DCIPT_ID,Descr,Descr_caps,english_name,wiki_search,DCIPT_ID_x,DCIPT_DESCR,g_translate
753,796.0,Metiltestosterona,METILTESTOSTERONA,Methyltestosterone,,,,
754,797.0,Metionina,METIONINA,Methionine,,,,
755,798.0,Metipranolol,METIPRANOLOL,Metipranolol,,,,
756,799.0,Metoclopramida,METOCLOPRAMIDA,Metoclopramide,,,,
757,800.0,Metolazona,METOLAZONA,Metolazone,,,,
758,801.0,Metoprolol,METOPROLOL,Metoprolol,,,,
759,804.0,Mexazolam,MEXAZOLAM,Mexazolam,,,,
760,805.0,Mianserina,MIANSERINA,Mianserin,,,,
761,806.0,Miconazol,MICONAZOL,Miconazole,,,,
762,807.0,Midodrina,MIDODRINA,Midodrine,,,,
763,808.0,Miglitol,MIGLITOL,Miglitol,,,,
764,809.0,Milnaciprano,MILNACIPRANO,Milnacipran,,,,
765,810.0,Milrinona,MILRINONA,Milrinone,,,,
766,812.0,Miocamicina,MIOCAMICINA,Miocamycin,,,,
767,813.0,Mirtazapina,MIRTAZAPINA,Mirtazapine,,,,
768,814.0,Misoprostol,MISOPROSTOL,Misoprostol,,,,
769,815.0,Mizolastina,MIZOLASTINA,Mizolastine,,,,
770,816.0,Moclobemida,MOCLOBEMIDA,Moclobemide,,,,
771,817.0,Molgramostim,MOLGRAMOSTIM,Molgramostim,,,,
772,818.0,Molsidomina,MOLSIDOMINA,Molsidomine,,,,
773,819.0,Mometasona,MOMETASONA,Mometasone,,,,
774,820.0,Montelucaste,MONTELUCASTE,Montelukast,,,,
775,821.0,Morclofona,MORCLOFONA,Morclofone,,,,
776,822.0,Morfina,MORFINA,Moringa oleifera leaf,,,,
777,823.0,Moxonidina,MOXONIDINA,Moxonidine,,,,
778,824.0,Mupirocina,MUPIROCINA,Mupirocin,,,,
779,825.0,Muromonab-CD3,MUROMONAB-CD3,Muromonab,,,,
780,827.0,Nadolol,NADOLOL,Nadolol,,,,
781,828.0,Nadroparina cálcica,NADROPARINA CÁLCICA,Nadroparin calcium,Nadroparin calcium,,,
782,829.0,Nafarrelina,NAFARRELINA,Nafarelin,,,,
783,830.0,Nafazolina,NAFAZOLINA,Naphazoline,,,,
784,831.0,Naftidrofurilo,NAFTIDROFURILO,Naftidrofuryl,,,,
785,832.0,Naloxona,NALOXONA,Naloxone,,,,
786,834.0,Nandrolona,NANDROLONA,Nandrolone,,,,
787,836.0,Naratriptano,NARATRIPTANO,Naratriptan,,,,
788,837.0,Natamicina,NATAMICINA,Natamycin,,,,
789,838.0,Nebivolol,NEBIVOLOL,Nebivolol,,,,
790,839.0,Nedocromil,NEDOCROMIL,Nedocromil,,,,
791,840.0,Nefazodona,NEFAZODONA,Nefazodone,,,,
792,841.0,Nelfinavir,NELFINAVIR,Nelfinavir,,,,
793,842.0,Neomicina,NEOMICINA,Neomycin,,,,
794,843.0,Neostigmina,NEOSTIGMINA,Neostigmine,,,,
795,844.0,Netilmicina,NETILMICINA,Netilmicin,,,,
796,845.0,Nevirapina,NEVIRAPINA,Nevirapine,,,,
797,846.0,Nicardipina,NICARDIPINA,Nicardipine,,,,
798,847.0,Nicergolina,NICERGOLINA,Nicergoline,,,,
799,848.0,Nicorandilo,NICORANDILO,Nicorandil,,,,
800,849.0,Nicotina,NICOTINA,Nicotine,,,,
801,850.0,Nicotinamida,NICOTINAMIDA,Nicotinamide,,,,
802,851.0,Nicotinato de alfatocoferol,NICOTINATO DE ALFATOCOFEROL,alpha-tocopherol nicotinate,,851.0,Nicotinato de alfatocoferol,alpha-tocopherol nicotinate
803,852.0,Nifuroxazida,NIFUROXAZIDA,Nifuroxazide,,,,
804,853.0,Nilutamida,NILUTAMIDA,Nilutamide,,,,
805,854.0,Nilvadipina,NILVADIPINA,Nilvadipine,,,,
806,855.0,Nimesulida,NIMESULIDA,Nimesulide,,,,
807,856.0,Nistatina,NISTATINA,Nystatin,,,,
808,857.0,Nitrendipina,NITRENDIPINA,Nitrendipine,,,,
809,858.0,Nitrofural,NITROFURAL,Nitrofural,,,,
810,859.0,Nitrofurantoína,NITROFURANTOÍNA,Nitrofurantoin,,,,
811,860.0,Nitroglicerina,NITROGLICERINA,Nitroglycerin,,,,
812,861.0,Nizatidina,NIZATIDINA,Nizatidine,,,,
813,862.0,Nomegestrol,NOMEGESTROL,Nomegestrol,,,,
814,863.0,Nonoxinol,NONOXINOL,Nonoxynol-9,,,,
815,864.0,Noradrenalina,NORADRENALINA,Norepinephrine,Norepinephrine,,,
816,865.0,Nordazepam,NORDAZEPAM,Nordazepam,,,,
817,866.0,Noretisterona,NORETISTERONA,Norethisterone,,,,
818,868.0,Nortriptilina,NORTRIPTILINA,Nortriptyline,,,,
819,869.0,Octreotido,OCTREOTIDO,Octreotide,,,,
820,871.0,Olanzapina,OLANZAPINA,Olanzapine,,,,
821,872.0,Olsalazina,OLSALAZINA,Olsalazine,,,,
822,874.0,Omoconazol,OMOCONAZOL,Omoconazole,,,,
823,875.0,Ondansetrom,ONDANSETROM,Ondansetron,,,,
824,876.0,Orazamida,ORAZAMIDA,Orazamide,,876.0,Orazamida,Orazamide
825,877.0,Orlistato,ORLISTATO,Orlistat,,,,
826,878.0,Oxatomida,OXATOMIDA,Oxatomide,,,,
827,879.0,Oxazepam,OXAZEPAM,Oxazepam,,,,
828,880.0,Oxcarbazepina,OXCARBAZEPINA,Oxcarbazepine,,,,
829,881.0,Oxibuprocaína,OXIBUPROCAÍNA,Oxybuprocaine,,,,
830,882.0,Oxifedrina,OXIFEDRINA,Oxyfedrine,,,,
831,883.0,Oximetazolina,OXIMETAZOLINA,Oxymetazoline,,,,
832,884.0,Oxitetraciclina,OXITETRACICLINA,Oxytetracycline,,,,
833,886.0,Oxitriptano,OXITRIPTANO,Oxitriptan,,,,
834,887.0,Oxolamina,OXOLAMINA,Oxolamine,,,,
835,888.0,Paclitaxel,PACLITAXEL,Paclitaxel,,,,
836,889.0,Palivizumab,PALIVIZUMAB,Palivizumab,,,,
837,890.0,Pancreatina,PANCREATINA,Pancreatic Polypeptide,,,,
838,891.0,Pangamato de cálcio,PANGAMATO DE CÁLCIO,calcium pangamate,,891.0,Pangamato de cálcio,calcium pangamate
839,892.0,Pantoprazol,PANTOPRAZOL,Pantoprazole,,,,
840,893.0,Papaverina,PAPAVERINA,Papaverine,,,,
841,894.0,Parafina líquida,PARAFINA LÍQUIDA,Liquid paraffin,,894.0,Parafina líquida,Liquid paraffin
842,897.0,Pefloxacina,PEFLOXACINA,Pefloxacin,,,,
843,898.0,Penbutolol,PENBUTOLOL,Penbutolol,,,,
844,899.0,Penciclovir,PENCICLOVIR,Penciclovir,,,,
845,900.0,Penfluridol,PENFLURIDOL,Penfluridol,,,,
846,901.0,Penicilamina,PENICILAMINA,Penicillamine,,,,
847,902.0,Pentamidina,PENTAMIDINA,Pentamidine,,,,
848,903.0,Pentazocina,PENTAZOCINA,Pentazocine,,,,
849,904.0,Pentostatina,PENTOSTATINA,Pentostatin,,,,
850,905.0,Pentoxifilina,PENTOXIFILINA,Pentoxifylline,,,,
851,906.0,Pentoxiverina,PENTOXIVERINA,Pentoxyverine,,,,
852,907.0,Pergolida,PERGOLIDA,Pergolide,,,,
853,908.0,Perindopril,PERINDOPRIL,Perindopril,,,,
854,909.0,Permanganato de potássio,PERMANGANATO DE POTÁSSIO,Potassium permanganate,Potassium permanganate,,,
855,910.0,Permetrina,PERMETRINA,Permethrin,,,,
856,911.0,Peróxido de benzoílo,PERÓXIDO DE BENZOÍLO,Benzoyl peroxide,Benzoyl peroxide,,,
857,912.0,Peróxido de hidrogénio,PERÓXIDO DE HIDROGÉNIO,Peroxide,Peroxide,,,
858,913.0,Peróxido de zinco,PERÓXIDO DE ZINCO,Peroxide,Peroxide,,,
859,914.0,Petidina,PETIDINA,Pethidine,Pethidine,,,
860,915.0,Picossulfato de sódio,PICOSSULFATO DE SÓDIO,Sodium picosulfate,,915.0,Picossulfato de sódio,Sodium picosulfate
861,916.0,Pidolato de cálcio,PIDOLATO DE CÁLCIO,calcium pidolate,,,,
862,917.0,Pidolato de magnésio,PIDOLATO DE MAGNÉSIO,magnesium pidolate,,917.0,Pidolato de magnésio,magnesium pidolate
863,918.0,Pilocarpina,PILOCARPINA,Pilocarpine,,,,
864,919.0,Pimozida,PIMOZIDA,Pimozide,,,,
865,920.0,Pioglitazona,PIOGLITAZONA,Pioglitazone,,,,
866,921.0,Piperazina,PIPERAZINA,Piperazine,,,,
867,922.0,Pirantel,PIRANTEL,Pyrantel,,,,
868,923.0,Pirazinamida,PIRAZINAMIDA,Pyrazinamide,,,,
869,924.0,Pirenoxina,PIRENOXINA,Pirenoxine,,,,
870,925.0,Pirenzepina,PIRENZEPINA,Pirenzepine,,,,
871,926.0,Piribedil,PIRIBEDIL,Piribedil,,,,
872,927.0,Piridoxina,PIRIDOXINA,Pyridoxine,,,,
873,928.0,Pirissudanol,PIRISSUDANOL,Pirisudanol,,,,
874,929.0,Piritinol,PIRITINOL,Pyritinol,,,,
875,930.0,Pirlindol,PIRLINDOL,Pirlindole,,,,
876,932.0,Pivmecilinam,PIVMECILINAM,Pivmecillinam,,,,
877,933.0,Podofilotoxina,PODOFILOTOXINA,Podofilox,,,,
878,934.0,Policarbófilo,POLICARBÓFILO,Polycarbophil,,934.0,Policarbófilo,Polycarbophil
879,935.0,Policresuleno,POLICRESULENO,Policresulen,,,,
880,937.0,Poligelina,POLIGELINA,Polygeline,,,,
881,939.0,Povidona,POVIDONA,Povidone,,,,
882,940.0,Pramipexol,PRAMIPEXOL,Pramipexole,,,,
883,941.0,Pranoprofeno,PRANOPROFENO,Pranoprofen,,,,
884,942.0,Prasterona,PRASTERONA,Prasterone,,,,
885,943.0,Pravastatina,PRAVASTATINA,Pravastatin,,,,
886,944.0,Prazepam,PRAZEPAM,Prazepam,,,,
887,945.0,Prednisolona,PREDNISOLONA,Prednisolone,,,,
888,946.0,Prednisona,PREDNISONA,Prednisone,,,,
889,947.0,Primidona,PRIMIDONA,Primidone,,,,
890,948.0,Probucol,PROBUCOL,Probucol,,,,
891,949.0,Procaína,PROCAÍNA,Procaine,Procaine,,,
892,950.0,Procaterol,PROCATEROL,Procaterol,,,,
893,951.0,Progesterona,PROGESTERONA,Progesterone,,,,
894,952.0,Proglumetacina,PROGLUMETACINA,Proglumetacin,,,,
895,953.0,Proglumida,PROGLUMIDA,Proglumide,,,,
896,954.0,Proguanilo,PROGUANILO,Proguanil,,,,
897,955.0,Promegestona,PROMEGESTONA,Promegestone,,,,
898,956.0,Promestrieno,PROMESTRIENO,Promestriene,,,,
899,957.0,Prometazina,PROMETAZINA,Promethazine,,,,
900,958.0,Propafenona,PROPAFENONA,Propafenone,,,,
901,959.0,Propiltiouracilo,PROPILTIOURACILO,Propylthiouracil,,,,
902,960.0,Propiverina,PROPIVERINA,Propiverine,,,,
903,962.0,Protamina,PROTAMINA,Protamine,,,,
904,964.0,Pseudoefedrina,PSEUDOEFEDRINA,Pseudoephedrine,,,,
905,965.0,Quazepam,QUAZEPAM,Quazepam,,,,
906,966.0,Quetiapina,QUETIAPINA,Quetiapine,,,,
907,967.0,Quinapril,QUINAPRIL,Quinapril,,,,
908,968.0,Quinina,QUININA,Quinine,,,,
909,969.0,Quinupramina,QUINUPRAMINA,Quinupramine,,,,
910,970.0,Rabeprazol,RABEPRAZOL,Rabeprazole,,,,
911,971.0,Raloxifeno,RALOXIFENO,Raloxifene,,,,
912,972.0,Raltitrexedo,RALTITREXEDO,Raltitrexed,,,,
913,973.0,Ramipril,RAMIPRIL,Ramipril,,,,
914,974.0,Ranitidina bismutrex,RANITIDINA BISMUTREX,Ranitidine bismutrex,,974.0,Ranitidina bismutrex,Ranitidine bismutrex
915,975.0,Reboxetina,REBOXETINA,Reboxetine,,,,
916,976.0,Remifentanilo,REMIFENTANILO,Remifentanil,,,,
917,977.0,Repaglinida,REPAGLINIDA,Repaglinide,,,,
918,978.0,Reproterol,REPROTEROL,Reproterol,,,,
919,979.0,Reserpina,RESERPINA,Reserpine,,,,
920,980.0,Reteplase,RETEPLASE,Reteplase,,,,
921,981.0,Retinol,RETINOL,Retinol,,981.0,Retinol,Retinol
922,982.0,Reviparina sódica,REVIPARINA SÓDICA,Reviparin sodium,Reviparin sodium,,,
923,983.0,Ribavirina,RIBAVIRINA,Ribavirin,,,,
924,984.0,Rifabutina,RIFABUTINA,Rifabutin,,,,
925,985.0,Rifamicina,RIFAMICINA,Rifampicin,,,,
926,986.0,Rifampicina,RIFAMPICINA,Rifampicin,,,,
927,987.0,Rifaximina,RIFAXIMINA,Rifaximin,,,,
928,988.0,Rilmenidina,RILMENIDINA,Rilmenidine,,,,
929,989.0,Riluzol,RILUZOL,Riluzole,,,,
930,990.0,Rimexolona,RIMEXOLONA,Rimexolone,,,,
931,991.0,Risperidona,RISPERIDONA,Risperidone,,,,
932,992.0,Ritodrina,RITODRINA,Ritodrine,,,,
933,993.0,Ritonavir,RITONAVIR,Ritonavir,,,,
934,994.0,Rituximab,RITUXIMAB,Rituximab,,,,
935,995.0,Rivastigmina,RIVASTIGMINA,Rivastigmine,,,,
936,996.0,Rizatriptano,RIZATRIPTANO,Rizatriptan,,,,
937,997.0,Rofecoxib,ROFECOXIB,Rofecoxib,,,,
938,998.0,Ropinirol,ROPINIROL,Ropinirole,,,,
939,999.0,Ropivacaína,ROPIVACAÍNA,Ropivacaine,,,,
940,1000.0,Rosoxacina,ROSOXACINA,Rosoxacin,,,,
941,1001.0,Roxatidina,ROXATIDINA,Roxatidine acetate,,,,
942,1002.0,Roxitromicina,ROXITROMICINA,Roxithromycin,,,,
943,1003.0,Salbutamol,SALBUTAMOL,Salbutamol,,,,
944,1004.0,Salicilato de colina,SALICILATO DE COLINA,choline salicylate,,1004.0,Salicilato de colina,choline salicylate
945,1005.0,Salicilato de dietilamina,SALICILATO DE DIETILAMINA,Diethylamine,Diethylamine,,,
946,1006.0,Salmeterol,SALMETEROL,Salmeterol,,,,
947,1007.0,Lexidronamato de samário (153Sm),LEXIDRONAMATO DE SAMÁRIO (153SM),Samarium lexidronamate (153Sm),,1007.0,Lexidronamato de samário (153Sm),Samarium lexidronamate (153Sm)
948,1008.0,Saquinavir,SAQUINAVIR,Saquinavir,,,,
949,1009.0,Secnidazol,SECNIDAZOL,Secnidazole,,,,
950,1010.0,Sermorrelina,SERMORRELINA,Sermorelin,,,,
951,1011.0,Sertaconazol,SERTACONAZOL,Sertaconazole,,,,
952,1012.0,Sertralina,SERTRALINA,Sertraline,,,,
953,1013.0,Sevelâmero,SEVELÂMERO,Sevelamer,,,,
954,1014.0,Sevoflurano,SEVOFLURANO,Sevoflurane,,,,
955,1015.0,Sibutramina,SIBUTRAMINA,Sibutramine,,,,
956,1016.0,Sildenafil,SILDENAFIL,Sildenafil,,,,
957,1017.0,Silimarina,SILIMARINA,Silymarin,,1017.0,Silimarina,Silymarin
958,1018.0,Simeticone,SIMETICONE,Simethicone,,,,
959,1019.0,Sinvastatina,SINVASTATINA,Simvastatin,,,,
960,1020.0,Sirolímus,SIROLÍMUS,Sirolimus,,,,
961,1021.0,Esmectite,ESMECTITE,Smectite,,1021.0,Esmectite,Smectite
962,1022.0,Sobrerol,SOBREROL,Sobrerol,,,,
963,1023.0,Somatostatina,SOMATOSTATINA,Somatostatin,,,,
964,1024.0,Somatropina,SOMATROPINA,Somatotropin,,,,
965,1025.0,Sorbitol,SORBITOL,Sorbitol,,,,
966,1026.0,Sotalol,SOTALOL,Sotalol,,,,
967,1027.0,Esparfloxacina,ESPARFLOXACINA,Sparfloxacin,,,,
968,1028.0,Estavudina,ESTAVUDINA,Stavudine,,,,
969,1029.0,Sufentanilo,SUFENTANILO,Sufentanil,,,,
970,1030.0,Sulbactam,SULBACTAM,Sulbactam,,,,
971,1031.0,Sulbutiamina,SULBUTIAMINA,Sulbutiamine,,,,
972,1032.0,Sulesomab,SULESOMAB,Sulesomab,,,,
973,1033.0,Sulfacetamida,SULFACETAMIDA,Sulfacetamide,,,,
974,1034.0,Sulfadiazina,SULFADIAZINA,Sulfadiazine,,,,
975,1035.0,Sulfadiazina prata,SULFADIAZINA PRATA,Silver,Silver,,,
976,1036.0,Sulfaguanidina,SULFAGUANIDINA,Sulfaguanidine,,,,
977,1037.0,Sulfassalazina,SULFASSALAZINA,Sulfasalazine,,,,
978,1038.0,Sulfato ferroso,SULFATO FERROSO,Iron(II),Iron(II),,,
979,1039.0,Sulfato de bário,SULFATO DE BÁRIO,Barium sulfate,Barium sulfate,,,
980,1040.0,Sulfato de magnésio,SULFATO DE MAGNÉSIO,Magnesium sulfate,Magnesium sulfate,,,
981,1042.0,Sulfato de protamina,SULFATO DE PROTAMINA,Sulfate,Sulfate,,,
982,1043.0,Sulfureto de selénio,SULFURETO DE SELÉNIO,selenium sulphide,,1043.0,Sulfureto de selénio,selenium sulphide
983,1044.0,Sulindac,SULINDAC,Sulindac,,,,
984,1045.0,Sulpirida,SULPIRIDA,Sulpiride,,,,
985,1046.0,Sulprostona,SULPROSTONA,Sulprostone,,,,
986,1047.0,Sultoprida,SULTOPRIDA,Sultopride,,,,
987,1048.0,Sumatriptano,SUMATRIPTANO,Sumatriptan,,,,
988,1049.0,Tacalcitol,TACALCITOL,Tacalcitol,,,,
989,1050.0,Tacrina,TACRINA,Tacrine,,,,
990,1051.0,Tacrolímus,TACROLÍMUS,Tacrolimus,,,,
991,1052.0,Tanato de albumina,TANATO DE ALBUMINA,Albumin,Albumin,,,
992,1053.0,Tansulosina,TANSULOSINA,Tamsulosin,,,,
993,1054.0,Tasonermina,TASONERMINA,Tasonermin,,,,
994,1055.0,Tegafur,TEGAFUR,Tegafur,,,,
995,1056.0,Teicoplanina,TEICOPLANINA,Teicoplanin,,,,
996,1057.0,Temazepam,TEMAZEPAM,Temazepam,,,,
997,1058.0,Temozolomida,TEMOZOLOMIDA,Temozolomide,,,,
998,1059.0,Teniposido,TENIPOSIDO,Teniposide,,,,
999,1060.0,Tenoxicam,TENOXICAM,Tenoxicam,,,,
1000,1061.0,Teofilina,TEOFILINA,Theophylline,Theophylline,,,
1001,1062.0,Terazosina,TERAZOSINA,Terazosin,,,,
1002,1063.0,Terbinafina,TERBINAFINA,Terbinafine,,,,
1003,1065.0,Terconazol,TERCONAZOL,Terconazole,,,,
1004,1066.0,Terfenadina,TERFENADINA,Terfenadine,,,,
1005,1067.0,Terlipressina,TERLIPRESSINA,Terlipressin,,,,
1006,1068.0,Tertatolol,TERTATOLOL,Tertatolol,,,,
1007,1069.0,Testosterona,TESTOSTERONA,Testosterone,,,,
1008,1070.0,Tetracaína,TETRACAÍNA,Tetracaine,,,,
1009,1071.0,Tetraciclina,TETRACICLINA,Tetracycline,,,,
1010,1072.0,Tetraclorodecaóxido,TETRACLORODECAÓXIDO,Tetrachlorodecaoxide,,,,
1011,1073.0,Tetracosactido,TETRACOSACTIDO,Tetracosactide,,,,
1012,1074.0,Tetridamina,TETRIDAMINA,Tetridamine,,1074.0,Tetridamina,Tetridamine
1013,1075.0,Tetrizolina,TETRIZOLINA,Tetryzoline,,,,
1014,1076.0,Tiagabina,TIAGABINA,Tiagabine,,,,
1015,1077.0,Tiamazol,TIAMAZOL,Thiamazole,,1077.0,Tiamazol,Thiamazole
1016,1078.0,Tianeptina,TIANEPTINA,Tianeptine,,,,
1017,1079.0,Tianfenicol,TIANFENICOL,thiamphenicol,,1079.0,Tianfenicol,thiamphenicol
1018,1080.0,Tiaprida,TIAPRIDA,Tiapride,,,,
1019,1081.0,Tibolona,TIBOLONA,Tibolone,,,,
1020,1082.0,Timolol,TIMOLOL,Timolol,,,,
1021,1083.0,Timopentina,TIMOPENTINA,Thymopentin,,,,
1022,1084.0,Timoxamina,TIMOXAMINA,Thymoxamine,,1084.0,Timoxamina,Thymoxamine
1023,1085.0,Tinzaparina sódica,TINZAPARINA SÓDICA,Tinzaparin sodium,Tinzaparin sodium,,,
1024,1086.0,Tiocolquicosido,TIOCOLQUICOSIDO,Thiocolchicoside,,,,
1025,1087.0,Tioconazol,TIOCONAZOL,Tioconazole,,,,
1026,1088.0,Tiopental sódico,TIOPENTAL SÓDICO,Sodium thiopental,,1088.0,Tiopental sódico,Sodium thiopental
1027,1089.0,Tioridazina,TIORIDAZINA,Thioridazine,,,,
1028,1090.0,Tirilazad,TIRILAZAD,Tirilazad,,,,
1029,1091.0,Tirofibano,TIROFIBANO,Tirofiban,,,,
1030,1092.0,Tiropramida,TIROPRAMIDA,Tiropramide,,,,
1031,1093.0,Tirotricina,TIROTRICINA,Tyrothricin,,,,
1032,1094.0,Tirotropina,TIROTROPINA,Thyrotropin,,,,
1033,1095.0,Tizanidina,TIZANIDINA,Tizanidine,,,,
1034,1097.0,Tofizopam,TOFIZOPAM,Tofisopam,,,,
1035,1098.0,Tolciclato,TOLCICLATO,Tolciclate,,,,
1036,1099.0,Tolnaftato,TOLNAFTATO,Tolnaftate,,,,
1037,1100.0,Tolterrodina,TOLTERRODINA,Tolterodine,,,,
1038,1101.0,Topiramato,TOPIRAMATO,Topiramate,,,,
1039,1102.0,Topotecano,TOPOTECANO,Topotecan,,,,
1040,1103.0,Torasemida,TORASEMIDA,Torasemide,,,,
1041,1104.0,Toremifeno,TOREMIFENO,Toremifene,,,,
1042,1105.0,Tosilato de bretílio,TOSILATO DE BRETÍLIO,Bretyl Tosylate,,1105.0,Tosilato de bretílio,Bretyl Tosylate
1043,1106.0,Tramazolina,TRAMAZOLINA,Tramazoline,,,,
1044,1107.0,Trastuzumab,TRASTUZUMAB,Trastuzumab,,,,
1045,1108.0,Trazodona,TRAZODONA,Trazodone,,,,
1046,1109.0,Trepibutona,TREPIBUTONA,Trepibutone,,,,
1047,1110.0,Tretinoína,TRETINOÍNA,Tretinoin,,,,
1048,1111.0,Tri-hexifenidilo,TRI-HEXIFENIDILO,trihexyphenidyl,,1111.0,Tri-hexifenidilo,trihexyphenidyl
1049,1112.0,Triamcinolona,TRIAMCINOLONA,Triamcinolone,,,,
1050,1113.0,Trifluridina,TRIFLURIDINA,Trifluridine,,,,
1051,1114.0,Triflusal,TRIFLUSAL,Triflusal,,,,
1052,1115.0,Trimebutina,TRIMEBUTINA,Trimebutine,,,,
1053,1116.0,Trimetoprim,TRIMETOPRIM,Trimethoprim,,,,
1054,1117.0,Trimetrexato,TRIMETREXATO,Trimetrexate,,,,
1055,1118.0,Trimipramina,TRIMIPRAMINA,Trimipramine,,,,
1056,1119.0,Tripsina,TRIPSINA,Trypsin,,,,
1057,1120.0,Triptorrelina,TRIPTORRELINA,Triptorelin,,,,
1058,1121.0,Trofosfamida,TROFOSFAMIDA,Trofosfamide,,,,
1059,1122.0,Tromantadina,TROMANTADINA,Tromantadine,,,,
1060,1124.0,Tropicamida,TROPICAMIDA,Tropicamide,,,,
1061,1125.0,Tropissetrom,TROPISSETROM,Tropisetron,,,,
1062,1126.0,Tulobuterol,TULOBUTEROL,Tulobuterol,,,,
1063,1127.0,Ubidecarenona,UBIDECARENONA,Ubidecarenone,,,,
1064,1128.0,Urapidilo,URAPIDILO,Urapidil,,,,
1065,1130.0,Urofolitropina,UROFOLITROPINA,Urofollitropin,,,,
1066,1131.0,Uroquinase,UROQUINASE,Urokinase,,,,
1067,1133.0,Valaciclovir,VALACICLOVIR,Valaciclovir,,,,
1068,1136.0,Varfarina,VARFARINA,Warfarin,,,,
1069,1137.0,Venlafaxina,VENLAFAXINA,Venlafaxine,,,,
1070,1138.0,Veraliprida,VERALIPRIDA,Veralipride,,,,
1071,1139.0,Verteporfina,VERTEPORFINA,Verteporfin,,,,
1072,1140.0,Vigabatrina,VIGABATRINA,Vigabatrin,,,,
1073,1141.0,Viloxazina,VILOXAZINA,Viloxazine,,,,
1074,1142.0,Vinblastina,VINBLASTINA,Vinblastine,,,,
1075,1143.0,Vinburnina,VINBURNINA,Vinburnine,,,,
1076,1144.0,Vincamina,VINCAMINA,Vincamine,,,,
1077,1146.0,Vindesina,VINDESINA,Vindesine,,,,
1078,1147.0,Vinorrelbina,VINORRELBINA,Vinorelbine,,,,
1079,1149.0,Votumumab,VOTUMUMAB,Votumumab,,,,
1080,1150.0,Xilitol,XILITOL,Xylitol,,,,
1081,1151.0,Xilometazolina,XILOMETAZOLINA,Xylometazoline,,,,
1082,1152.0,Xipamida,XIPAMIDA,Xipamide,,,,
1083,1153.0,Zafirlucaste,ZAFIRLUCASTE,Zafirlukast,,,,
1084,1154.0,Zalcitabina,ZALCITABINA,Zalcitabine,,,,
1085,1155.0,Zaleplom,ZALEPLOM,Zaleplon,,,,
1086,1156.0,Zanamivir,ZANAMIVIR,Zanamivir,,,,
1087,1157.0,Zidovudina,ZIDOVUDINA,Zidovudine,,,,
1088,1159.0,Zipeprol,ZIPEPROL,Zipeprol,,,,
1089,1160.0,Zofenopril,ZOFENOPRIL,Zofenopril,,,,
1090,1161.0,Zolmitriptano,ZOLMITRIPTANO,Zolmitriptan,,,,
1091,1162.0,Zolpidem,ZOLPIDEM,Zolpidem,,,,
1092,1163.0,Zotepina,ZOTEPINA,Zotepine,,,,
1093,1164.0,Zuclopentixol,ZUCLOPENTIXOL,Zuclopenthixol,,,,
1094,1165.0,Ácido acexâmico,ÁCIDO ACEXÂMICO,acexamic acid,,1165.0,Ácido acexâmico,acexamic acid
1095,1166.0,Ácido aminobutírico,ÁCIDO AMINOBUTÍRICO,Aminobutyric acid,Aminobutyric acid,,,
1096,1167.0,Ácido aminocapróico,ÁCIDO AMINOCAPRÓICO,aminocaproic acid,,1167.0,Ácido aminocapróico,aminocaproic acid
1097,1168.0,Ácido ascórbico,ÁCIDO ASCÓRBICO,Chemistry of ascorbic acid,Chemistry of ascorbic acid,,,
1098,1169.0,Ácido asiático,ÁCIDO ASIÁTICO,asian acid,,,,
1099,1170.0,Ácido fusídico,ÁCIDO FUSÍDICO,Fusidic acid,Fusidic acid,,,
1100,1171.0,Ácido fólico,ÁCIDO FÓLICO,Folate,Folate,,,
1101,1172.0,Ácido glutâmico,ÁCIDO GLUTÂMICO,Glutamic acid,Glutamic acid,,,
1102,1173.0,Ácido hialurónico,ÁCIDO HIALURÓNICO,Hyaluronic acid,,1173.0,Ácido hialurónico,Hyaluronic acid
1103,1174.0,Ácido láctico,ÁCIDO LÁCTICO,Lactic acid,Lactic acid,,,
1104,1175.0,Ácido medrónico,ÁCIDO MEDRÓNICO,Medronic acid,,,,
1105,1176.0,Ácido mefenâmico,ÁCIDO MEFENÂMICO,Mefenamic acid,Mefenamic acid,,,
1106,1177.0,Ácido nalidíxico,ÁCIDO NALIDÍXICO,Nalidixic acid,Nalidixic acid,,,
1107,1178.0,Ácido nicotínico,ÁCIDO NICOTÍNICO,nicotinic acid,,1178.0,Ácido nicotínico,nicotinic acid
1108,1179.0,Ácido niflúmico,ÁCIDO NIFLÚMICO,Niflumic acid,,1179.0,Ácido niflúmico,Niflumic acid
1109,1180.0,Ácido pipemídico,ÁCIDO PIPEMÍDICO,pipemidic acid,,,,
1110,1181.0,Ácido salicílico,ÁCIDO SALICÍLICO,Salicylic acid,Salicylic acid,,,
1111,1182.0,Ácido tiludrónico,ÁCIDO TILUDRÓNICO,Tiludronic acid,,1182.0,Ácido tiludrónico,Tiludronic acid
1112,1183.0,Ácido tranexâmico,ÁCIDO TRANEXÂMICO,Tranexamic acid,Tranexamic acid,,,
1113,1184.0,Ácido ursodesoxicólico,ÁCIDO URSODESOXICÓLICO,Ursodeoxycholic acid,,1184.0,Ácido ursodesoxicólico,Ursodeoxycholic acid
1114,1185.0,Ácido zoledrónico,ÁCIDO ZOLEDRÓNICO,zoledronic acid,,1185.0,Ácido zoledrónico,zoledronic acid
